person_id;item_id;item_score
DUMMY1_1471;Ank23dp_C_VB_1S_11;1
DUMMY1_1472;Ank23dp_C_VB_1S_11;1
DUMMY1_1473;Ank23dp_C_VB_1S_11;1
DUMMY1_1474;Ank23dp_C_VB_1S_11;1
DUMMY1_1475;Ank23dp_C_VB_1S_11;1
DUMMY1_1476;Ank23dp_C_VB_1S_11;0
DUMMY1_1477;Ank23dp_C_VB_1S_11;1
DUMMY1_1478;Ank23dp_C_VB_1S_11;1
DUMMY1_1479;Ank23dp_C_VB_1S_11;1
DUMMY1_1480;Ank23dp_C_VB_1S_11;0
DUMMY1_1481;Ank23dp_C_VB_1S_11;1
DUMMY1_1482;Ank23dp_C_VB_1S_11;1
DUMMY1_1483;Ank23dp_C_VB_1S_11;1
DUMMY1_1484;Ank23dp_C_VB_1S_11;1
DUMMY1_1485;Ank23dp_C_VB_1S_11;0
DUMMY1_1486;Ank23dp_C_VB_1S_11;1
DUMMY1_1487;Ank23dp_C_VB_1S_11;1
DUMMY1_1488;Ank23dp_C_VB_1S_11;1
DUMMY1_1489;Ank23dp_C_VB_1S_11;1
DUMMY1_1490;Ank23dp_C_VB_1S_11;1
DUMMY1_1491;Ank23dp_C_VB_1S_11;1
DUMMY1_1492;Ank23dp_C_VB_1S_11;1
DUMMY1_1493;Ank23dp_C_VB_1S_11;1
DUMMY1_1494;Ank23dp_C_VB_1S_11;0
DUMMY1_1495;Ank23dp_C_VB_1S_11;1
DUMMY1_1496;Ank23dp_C_VB_1S_11;1
DUMMY1_1497;Ank23dp_C_VB_1S_11;1
DUMMY1_1498;Ank23dp_C_VB_1S_11;1
DUMMY1_1499;Ank23dp_C_VB_1S_11;1
DUMMY1_1500;Ank23dp_C_VB_1S_11;0
DUMMY1_1501;Ank23dp_C_VB_1S_11;1
DUMMY1_1502;Ank23dp_C_VB_1S_11;1
DUMMY1_1503;Ank23dp_C_VB_1S_11;1
DUMMY1_1504;Ank23dp_C_VB_1S_11;0
DUMMY1_1505;Ank23dp_C_VB_1S_11;1
DUMMY1_1506;Ank23dp_C_VB_1S_11;1
DUMMY1_1507;Ank23dp_C_VB_1S_11;1
DUMMY1_1508;Ank23dp_C_VB_1S_11;1
DUMMY1_1509;Ank23dp_C_VB_1S_11;1
DUMMY1_1510;Ank23dp_C_VB_1S_11;0
DUMMY1_1511;Ank23dp_C_VB_1S_11;1
DUMMY1_1512;Ank23dp_C_VB_1S_11;1
DUMMY1_1513;Ank23dp_C_VB_1S_11;1
DUMMY1_1514;Ank23dp_C_VB_1S_11;1
DUMMY1_1515;Ank23dp_C_VB_1S_11;1
DUMMY1_1516;Ank23dp_C_VB_1S_11;1
DUMMY1_1517;Ank23dp_C_VB_1S_11;1
DUMMY1_1518;Ank23dp_C_VB_1S_11;1
DUMMY1_1519;Ank23dp_C_VB_1S_11;1
DUMMY1_1520;Ank23dp_C_VB_1S_11;1
DUMMY1_1521;Ank23dp_C_VB_1S_11;0
DUMMY1_1522;Ank23dp_C_VB_1S_11;0
DUMMY1_1523;Ank23dp_C_VB_1S_11;0
DUMMY1_1524;Ank23dp_C_VB_1S_11;1
DUMMY1_1525;Ank23dp_C_VB_1S_11;1
DUMMY1_1526;Ank23dp_C_VB_1S_11;1
DUMMY1_1527;Ank23dp_C_VB_1S_11;1
DUMMY1_1528;Ank23dp_C_VB_1S_11;1
DUMMY1_1529;Ank23dp_C_VB_1S_11;1
DUMMY1_1530;Ank23dp_C_VB_1S_11;1
DUMMY1_1531;Ank23dp_C_VB_1S_11;1
DUMMY1_1532;Ank23dp_C_VB_1S_11;1
DUMMY1_1533;Ank23dp_C_VB_1S_11;1
DUMMY1_1534;Ank23dp_C_VB_1S_11;1
DUMMY1_1535;Ank23dp_C_VB_1S_11;1
DUMMY1_1536;Ank23dp_C_VB_1S_11;1
DUMMY1_1537;Ank23dp_C_VB_1S_11;1
DUMMY1_1538;Ank23dp_C_VB_1S_11;0
DUMMY1_1539;Ank23dp_C_VB_1S_11;1
DUMMY1_1540;Ank23dp_C_VB_1S_11;0
DUMMY1_1541;Ank23dp_C_VB_1S_11;1
DUMMY1_1542;Ank23dp_C_VB_1S_11;1
DUMMY1_1543;Ank23dp_C_VB_1S_11;1
DUMMY1_1544;Ank23dp_C_VB_1S_11;0
DUMMY1_1545;Ank23dp_C_VB_1S_11;1
DUMMY1_1546;Ank23dp_C_VB_1S_11;1
DUMMY1_1547;Ank23dp_C_VB_1S_11;1
DUMMY1_1548;Ank23dp_C_VB_1S_11;1
DUMMY1_1549;Ank23dp_C_VB_1S_11;1
DUMMY1_1550;Ank23dp_C_VB_1S_11;1
DUMMY1_1551;Ank23dp_C_VB_1S_11;1
DUMMY1_1552;Ank23dp_C_VB_1S_11;1
DUMMY1_1553;Ank23dp_C_VB_1S_11;1
DUMMY1_1554;Ank23dp_C_VB_1S_11;0
DUMMY1_1555;Ank23dp_C_VB_1S_11;1
DUMMY1_1556;Ank23dp_C_VB_1S_11;1
DUMMY1_1557;Ank23dp_C_VB_1S_11;1
DUMMY1_1558;Ank23dp_C_VB_1S_11;1
DUMMY1_1559;Ank23dp_C_VB_1S_11;1
DUMMY1_1560;Ank23dp_C_VB_1S_11;1
DUMMY1_1561;Ank23dp_C_VB_1S_11;1
DUMMY1_1562;Ank23dp_C_VB_1S_11;1
DUMMY1_1563;Ank23dp_C_VB_1S_11;1
DUMMY1_1564;Ank23dp_C_VB_1S_11;1
DUMMY1_1565;Ank23dp_C_VB_1S_11;1
DUMMY1_1566;Ank23dp_C_VB_1S_11;1
DUMMY1_1567;Ank23dp_C_VB_1S_11;1
DUMMY1_1568;Ank23dp_C_VB_1S_11;1
DUMMY1_1569;Ank23dp_C_VB_1S_11;1
DUMMY1_1570;Ank23dp_C_VB_1S_11;1
DUMMY1_1571;Ank23dp_C_VB_1S_11;1
DUMMY1_1572;Ank23dp_C_VB_1S_11;1
DUMMY1_1573;Ank23dp_C_VB_1S_11;1
DUMMY1_1574;Ank23dp_C_VB_1S_11;1
DUMMY1_1575;Ank23dp_C_VB_1S_11;1
DUMMY1_1576;Ank23dp_C_VB_1S_11;1
DUMMY1_1577;Ank23dp_C_VB_1S_11;1
DUMMY1_1578;Ank23dp_C_VB_1S_11;1
DUMMY1_1579;Ank23dp_C_VB_1S_11;1
DUMMY1_1580;Ank23dp_C_VB_1S_11;1
DUMMY1_1581;Ank23dp_C_VB_1S_11;1
DUMMY1_1582;Ank23dp_C_VB_1S_11;1
DUMMY1_1583;Ank23dp_C_VB_1S_11;1
DUMMY1_1584;Ank23dp_C_VB_1S_11;1
DUMMY1_1585;Ank23dp_C_VB_1S_11;1
DUMMY1_1586;Ank23dp_C_VB_1S_11;1
DUMMY1_1587;Ank23dp_C_VB_1S_11;1
DUMMY1_1588;Ank23dp_C_VB_1S_11;1
DUMMY1_1589;Ank23dp_C_VB_1S_11;1
DUMMY1_1590;Ank23dp_C_VB_1S_11;1
DUMMY1_1591;Ank23dp_C_VB_1S_11;0
DUMMY1_1592;Ank23dp_C_VB_1S_11;0
DUMMY1_1593;Ank23dp_C_VB_1S_11;1
DUMMY1_1594;Ank23dp_C_VB_1S_11;1
DUMMY1_1595;Ank23dp_C_VB_1S_11;1
DUMMY1_1596;Ank23dp_C_VB_1S_11;1
DUMMY1_1597;Ank23dp_C_VB_1S_11;1
DUMMY1_1598;Ank23dp_C_VB_1S_11;1
DUMMY1_1599;Ank23dp_C_VB_1S_11;1
DUMMY1_1600;Ank23dp_C_VB_1S_11;0
DUMMY1_1601;Ank23dp_C_VB_1S_11;1
DUMMY1_1602;Ank23dp_C_VB_1S_11;1
DUMMY1_1603;Ank23dp_C_VB_1S_11;0
DUMMY1_1604;Ank23dp_C_VB_1S_11;1
DUMMY1_1605;Ank23dp_C_VB_1S_11;0
DUMMY1_1606;Ank23dp_C_VB_1S_11;1
DUMMY1_1607;Ank23dp_C_VB_1S_11;1
DUMMY1_1608;Ank23dp_C_VB_1S_11;1
DUMMY1_1609;Ank23dp_C_VB_1S_11;1
DUMMY1_1610;Ank23dp_C_VB_1S_11;1
DUMMY1_1611;Ank23dp_C_VB_1S_11;0
DUMMY1_1612;Ank23dp_C_VB_1S_11;1
DUMMY1_1613;Ank23dp_C_VB_1S_11;1
DUMMY1_1614;Ank23dp_C_VB_1S_11;1
DUMMY1_1615;Ank23dp_C_VB_1S_11;1
DUMMY1_1616;Ank23dp_C_VB_1S_11;1
DUMMY1_1617;Ank23dp_C_VB_1S_11;0
DUMMY1_1618;Ank23dp_C_VB_1S_11;0
DUMMY1_1619;Ank23dp_C_VB_1S_11;1
DUMMY1_1620;Ank23dp_C_VB_1S_11;1
DUMMY1_1621;Ank23dp_C_VB_1S_11;1
DUMMY1_1622;Ank23dp_C_VB_1S_11;1
DUMMY1_1623;Ank23dp_C_VB_1S_11;1
DUMMY1_1624;Ank23dp_C_VB_1S_11;1
DUMMY1_1625;Ank23dp_C_VB_1S_11;0
DUMMY1_1626;Ank23dp_C_VB_1S_11;1
DUMMY1_1627;Ank23dp_C_VB_1S_11;1
DUMMY1_1628;Ank23dp_C_VB_1S_11;1
DUMMY1_1629;Ank23dp_C_VB_1S_11;1
DUMMY1_1630;Ank23dp_C_VB_1S_11;1
DUMMY1_1631;Ank23dp_C_VB_1S_11;1
DUMMY1_1632;Ank23dp_C_VB_1S_11;1
DUMMY1_1633;Ank23dp_C_VB_1S_11;0
DUMMY1_1634;Ank23dp_C_VB_1S_11;1
DUMMY1_1635;Ank23dp_C_VB_1S_11;1
DUMMY1_1636;Ank23dp_C_VB_1S_11;1
DUMMY1_1637;Ank23dp_C_VB_1S_11;0
DUMMY1_1638;Ank23dp_C_VB_1S_11;1
DUMMY1_1639;Ank23dp_C_VB_1S_11;1
DUMMY1_1640;Ank23dp_C_VB_1S_11;1
DUMMY1_1641;Ank23dp_C_VB_1S_11;0
DUMMY1_1642;Ank23dp_C_VB_1S_11;1
DUMMY1_1643;Ank23dp_C_VB_1S_11;1
DUMMY1_1644;Ank23dp_C_VB_1S_11;1
DUMMY1_1645;Ank23dp_C_VB_1S_11;1
DUMMY1_1646;Ank23dp_C_VB_1S_11;1
DUMMY1_1647;Ank23dp_C_VB_1S_11;1
DUMMY1_1648;Ank23dp_C_VB_1S_11;1
DUMMY1_1649;Ank23dp_C_VB_1S_11;1
DUMMY1_1650;Ank23dp_C_VB_1S_11;1
DUMMY1_1651;Ank23dp_C_VB_1S_11;1
DUMMY1_1652;Ank23dp_C_VB_1S_11;1
DUMMY1_1653;Ank23dp_C_VB_1S_11;1
DUMMY1_1654;Ank23dp_C_VB_1S_11;1
DUMMY1_1655;Ank23dp_C_VB_1S_11;1
DUMMY1_1656;Ank23dp_C_VB_1S_11;0
DUMMY1_1657;Ank23dp_C_VB_1S_11;1
DUMMY1_1658;Ank23dp_C_VB_1S_11;1
DUMMY1_1659;Ank23dp_C_VB_1S_11;1
DUMMY1_1660;Ank23dp_C_VB_1S_11;1
DUMMY1_1661;Ank23dp_C_VB_1S_11;1
DUMMY1_1662;Ank23dp_C_VB_1S_11;1
DUMMY1_1663;Ank23dp_C_VB_1S_11;1
DUMMY1_1664;Ank23dp_C_VB_1S_11;1
DUMMY1_1665;Ank23dp_C_VB_1S_11;0
DUMMY1_1666;Ank23dp_C_VB_1S_11;1
DUMMY1_1667;Ank23dp_C_VB_1S_11;1
DUMMY1_1668;Ank23dp_C_VB_1S_11;1
DUMMY1_1669;Ank23dp_C_VB_1S_11;1
DUMMY1_1670;Ank23dp_C_VB_1S_11;1
DUMMY1_1671;Ank23dp_C_VB_1S_11;1
DUMMY1_1672;Ank23dp_C_VB_1S_11;1
DUMMY1_1673;Ank23dp_C_VB_1S_11;1
DUMMY1_1674;Ank23dp_C_VB_1S_11;1
DUMMY1_1675;Ank23dp_C_VB_1S_11;0
DUMMY1_1676;Ank23dp_C_VB_1S_11;1
DUMMY1_1677;Ank23dp_C_VB_1S_11;1
DUMMY1_1678;Ank23dp_C_VB_1S_11;1
DUMMY1_1679;Ank23dp_C_VB_1S_11;0
DUMMY1_1680;Ank23dp_C_VB_1S_11;1
DUMMY1_1681;Ank23dp_C_VB_1S_11;1
DUMMY1_1682;Ank23dp_C_VB_1S_11;1
DUMMY1_1683;Ank23dp_C_VB_1S_11;1
DUMMY1_1684;Ank23dp_C_VB_1S_11;1
DUMMY1_1685;Ank23dp_C_VB_1S_11;1
DUMMY1_1686;Ank23dp_C_VB_1S_11;1
DUMMY1_1687;Ank23dp_C_VB_1S_11;0
DUMMY1_1688;Ank23dp_C_VB_1S_11;1
DUMMY1_1689;Ank23dp_C_VB_1S_11;1
DUMMY1_1690;Ank23dp_C_VB_1S_11;1
DUMMY1_1691;Ank23dp_C_VB_1S_11;1
DUMMY1_1692;Ank23dp_C_VB_1S_11;1
DUMMY1_1693;Ank23dp_C_VB_1S_11;0
DUMMY1_1694;Ank23dp_C_VB_1S_11;1
DUMMY1_1695;Ank23dp_C_VB_1S_11;1
DUMMY1_1696;Ank23dp_C_VB_1S_11;1
DUMMY1_1697;Ank23dp_C_VB_1S_11;1
DUMMY1_1698;Ank23dp_C_VB_1S_11;1
DUMMY1_1699;Ank23dp_C_VB_1S_11;1
DUMMY1_1700;Ank23dp_C_VB_1S_11;1
DUMMY1_1701;Ank23dp_C_VB_1S_11;1
DUMMY1_1702;Ank23dp_C_VB_1S_11;1
DUMMY1_1703;Ank23dp_C_VB_1S_11;1
DUMMY1_1704;Ank23dp_C_VB_1S_11;1
DUMMY1_1705;Ank23dp_C_VB_1S_11;1
DUMMY1_1706;Ank23dp_C_VB_1S_11;1
DUMMY1_1707;Ank23dp_C_VB_1S_11;0
DUMMY1_1708;Ank23dp_C_VB_1S_11;1
DUMMY1_1709;Ank23dp_C_VB_1S_11;0
DUMMY1_1710;Ank23dp_C_VB_1S_11;1
DUMMY1_1711;Ank23dp_C_VB_1S_11;1
DUMMY1_1712;Ank23dp_C_VB_1S_11;1
DUMMY1_1713;Ank23dp_C_VB_1S_11;1
DUMMY1_1714;Ank23dp_C_VB_1S_11;1
DUMMY1_1715;Ank23dp_C_VB_1S_11;1
DUMMY1_1716;Ank23dp_C_VB_1S_11;1
DUMMY1_1717;Ank23dp_C_VB_1S_11;1
DUMMY1_1718;Ank23dp_C_VB_1S_11;1
DUMMY1_1719;Ank23dp_C_VB_1S_11;1
DUMMY1_1720;Ank23dp_C_VB_1S_11;1
DUMMY1_1721;Ank23dp_C_VB_1S_11;0
DUMMY1_1722;Ank23dp_C_VB_1S_11;1
DUMMY1_1723;Ank23dp_C_VB_1S_11;1
DUMMY1_1724;Ank23dp_C_VB_1S_11;1
DUMMY1_1725;Ank23dp_C_VB_1S_11;1
DUMMY1_1726;Ank23dp_C_VB_1S_11;0
DUMMY1_1727;Ank23dp_C_VB_1S_11;1
DUMMY1_1728;Ank23dp_C_VB_1S_11;1
DUMMY1_1729;Ank23dp_C_VB_1S_11;1
DUMMY1_1730;Ank23dp_C_VB_1S_11;1
DUMMY1_1731;Ank23dp_C_VB_1S_11;1
DUMMY1_1732;Ank23dp_C_VB_1S_11;1
DUMMY1_1733;Ank23dp_C_VB_1S_11;1
DUMMY1_1734;Ank23dp_C_VB_1S_11;1
DUMMY1_1735;Ank23dp_C_VB_1S_11;1
DUMMY1_1736;Ank23dp_C_VB_1S_11;1
DUMMY1_1737;Ank23dp_C_VB_1S_11;1
DUMMY1_1738;Ank23dp_C_VB_1S_11;0
DUMMY1_1739;Ank23dp_C_VB_1S_11;1
DUMMY1_1740;Ank23dp_C_VB_1S_11;1
DUMMY1_1741;Ank23dp_C_VB_1S_11;1
DUMMY1_1742;Ank23dp_C_VB_1S_11;1
DUMMY1_1743;Ank23dp_C_VB_1S_11;1
DUMMY1_1744;Ank23dp_C_VB_1S_11;1
DUMMY1_1745;Ank23dp_C_VB_1S_11;1
DUMMY1_1746;Ank23dp_C_VB_1S_11;1
DUMMY1_1747;Ank23dp_C_VB_1S_11;1
DUMMY1_1748;Ank23dp_C_VB_1S_11;1
DUMMY1_1749;Ank23dp_C_VB_1S_11;1
DUMMY1_1750;Ank23dp_C_VB_1S_11;1
DUMMY1_1751;Ank23dp_C_VB_1S_11;1
DUMMY1_1752;Ank23dp_C_VB_1S_11;1
DUMMY1_1753;Ank23dp_C_VB_1S_11;1
DUMMY1_1754;Ank23dp_C_VB_1S_11;1
DUMMY1_1755;Ank23dp_C_VB_1S_11;1
DUMMY1_1756;Ank23dp_C_VB_1S_11;1
DUMMY1_1757;Ank23dp_C_VB_1S_11;1
DUMMY1_1758;Ank23dp_C_VB_1S_11;1
DUMMY1_1759;Ank23dp_C_VB_1S_11;0
DUMMY1_1760;Ank23dp_C_VB_1S_11;1
DUMMY1_1761;Ank23dp_C_VB_1S_11;1
DUMMY1_1762;Ank23dp_C_VB_1S_11;0
DUMMY1_1763;Ank23dp_C_VB_1S_11;1
DUMMY1_1764;Ank23dp_C_VB_1S_11;0
DUMMY1_1765;Ank23dp_C_VB_1S_11;1
DUMMY1_1766;Ank23dp_C_VB_1S_11;1
DUMMY1_1767;Ank23dp_C_VB_1S_11;1
DUMMY1_1768;Ank23dp_C_VB_1S_11;1
DUMMY1_1769;Ank23dp_C_VB_1S_11;1
DUMMY1_1770;Ank23dp_C_VB_1S_11;1
DUMMY1_1771;Ank23dp_C_VB_1S_11;1
DUMMY1_1772;Ank23dp_C_VB_1S_11;1
DUMMY1_1773;Ank23dp_C_VB_1S_11;1
DUMMY1_1774;Ank23dp_C_VB_1S_11;1
DUMMY1_1775;Ank23dp_C_VB_1S_11;0
DUMMY1_1776;Ank23dp_C_VB_1S_11;1
DUMMY1_1777;Ank23dp_C_VB_1S_11;1
DUMMY1_1778;Ank23dp_C_VB_1S_11;1
DUMMY1_1779;Ank23dp_C_VB_1S_11;0
DUMMY1_1780;Ank23dp_C_VB_1S_11;1
DUMMY1_1781;Ank23dp_C_VB_1S_11;1
DUMMY1_1782;Ank23dp_C_VB_1S_11;1
DUMMY1_1783;Ank23dp_C_VB_1S_11;1
DUMMY1_1784;Ank23dp_C_VB_1S_11;1
DUMMY1_1785;Ank23dp_C_VB_1S_11;1
DUMMY1_1786;Ank23dp_C_VB_1S_11;1
DUMMY1_1787;Ank23dp_C_VB_1S_11;0
DUMMY1_1788;Ank23dp_C_VB_1S_11;0
DUMMY1_1789;Ank23dp_C_VB_1S_11;1
DUMMY1_1790;Ank23dp_C_VB_1S_11;1
DUMMY1_1791;Ank23dp_C_VB_1S_11;1
DUMMY1_1792;Ank23dp_C_VB_1S_11;0
DUMMY1_1793;Ank23dp_C_VB_1S_11;1
DUMMY1_1794;Ank23dp_C_VB_1S_11;0
DUMMY1_1795;Ank23dp_C_VB_1S_11;1
DUMMY1_1796;Ank23dp_C_VB_1S_11;1
DUMMY1_1797;Ank23dp_C_VB_1S_11;1
DUMMY1_1798;Ank23dp_C_VB_1S_11;1
DUMMY1_1799;Ank23dp_C_VB_1S_11;1
DUMMY1_1800;Ank23dp_C_VB_1S_11;1
DUMMY1_1801;Ank23dp_C_VB_1S_11;1
DUMMY1_1802;Ank23dp_C_VB_1S_11;0
DUMMY1_1803;Ank23dp_C_VB_1S_11;1
DUMMY1_1804;Ank23dp_C_VB_1S_11;1
DUMMY1_1805;Ank23dp_C_VB_1S_11;1
DUMMY1_1806;Ank23dp_C_VB_1S_11;1
DUMMY1_1807;Ank23dp_C_VB_1S_11;1
DUMMY1_1808;Ank23dp_C_VB_1S_11;1
DUMMY1_1809;Ank23dp_C_VB_1S_11;1
DUMMY1_1810;Ank23dp_C_VB_1S_11;1
DUMMY1_1811;Ank23dp_C_VB_1S_11;0
DUMMY1_1812;Ank23dp_C_VB_1S_11;1
DUMMY1_1813;Ank23dp_C_VB_1S_11;1
DUMMY1_1814;Ank23dp_C_VB_1S_11;1
DUMMY1_1815;Ank23dp_C_VB_1S_11;1
DUMMY1_1816;Ank23dp_C_VB_1S_11;1
DUMMY1_1817;Ank23dp_C_VB_1S_11;1
DUMMY1_1818;Ank23dp_C_VB_1S_11;1
DUMMY1_1819;Ank23dp_C_VB_1S_11;1
DUMMY1_1820;Ank23dp_C_VB_1S_11;1
DUMMY1_1821;Ank23dp_C_VB_1S_11;0
DUMMY1_1822;Ank23dp_C_VB_1S_11;0
DUMMY1_1823;Ank23dp_C_VB_1S_11;1
DUMMY1_1824;Ank23dp_C_VB_1S_11;1
DUMMY1_1825;Ank23dp_C_VB_1S_11;1
DUMMY1_1826;Ank23dp_C_VB_1S_11;0
DUMMY1_1827;Ank23dp_C_VB_1S_11;0
DUMMY1_1828;Ank23dp_C_VB_1S_11;1
DUMMY1_1829;Ank23dp_C_VB_1S_11;1
DUMMY1_1830;Ank23dp_C_VB_1S_11;1
DUMMY1_1831;Ank23dp_C_VB_1S_11;0
DUMMY1_1832;Ank23dp_C_VB_1S_11;1
DUMMY1_1833;Ank23dp_C_VB_1S_11;0
DUMMY1_1834;Ank23dp_C_VB_1S_11;1
DUMMY1_1835;Ank23dp_C_VB_1S_11;1
DUMMY1_1836;Ank23dp_C_VB_1S_11;1
DUMMY1_1837;Ank23dp_C_VB_1S_11;1
DUMMY1_1838;Ank23dp_C_VB_1S_11;1
DUMMY1_1839;Ank23dp_C_VB_1S_11;1
DUMMY1_1840;Ank23dp_C_VB_1S_11;1
DUMMY1_1841;Ank23dp_C_VB_1S_11;1
DUMMY1_1842;Ank23dp_C_VB_1S_11;1
DUMMY1_1843;Ank23dp_C_VB_1S_11;0
DUMMY1_1844;Ank23dp_C_VB_1S_11;1
DUMMY1_1845;Ank23dp_C_VB_1S_11;1
DUMMY1_1846;Ank23dp_C_VB_1S_11;1
DUMMY1_1847;Ank23dp_C_VB_1S_11;0
DUMMY1_1848;Ank23dp_C_VB_1S_11;1
DUMMY1_1849;Ank23dp_C_VB_1S_11;0
DUMMY1_1850;Ank23dp_C_VB_1S_11;1
DUMMY1_1851;Ank23dp_C_VB_1S_11;1
DUMMY1_1852;Ank23dp_C_VB_1S_11;1
DUMMY1_1853;Ank23dp_C_VB_1S_11;1
DUMMY1_1854;Ank23dp_C_VB_1S_11;1
DUMMY1_1855;Ank23dp_C_VB_1S_11;0
DUMMY1_1856;Ank23dp_C_VB_1S_11;1
DUMMY1_1857;Ank23dp_C_VB_1S_11;1
DUMMY1_1858;Ank23dp_C_VB_1S_11;1
DUMMY1_1859;Ank23dp_C_VB_1S_11;1
DUMMY1_1860;Ank23dp_C_VB_1S_11;0
DUMMY1_1861;Ank23dp_C_VB_1S_11;0
DUMMY1_1862;Ank23dp_C_VB_1S_11;0
DUMMY1_1863;Ank23dp_C_VB_1S_11;1
DUMMY1_1864;Ank23dp_C_VB_1S_11;1
DUMMY1_1865;Ank23dp_C_VB_1S_11;1
DUMMY1_1866;Ank23dp_C_VB_1S_11;1
DUMMY1_1867;Ank23dp_C_VB_1S_11;1
DUMMY1_1868;Ank23dp_C_VB_1S_11;1
DUMMY1_1869;Ank23dp_C_VB_1S_11;1
DUMMY1_1870;Ank23dp_C_VB_1S_11;1
DUMMY1_1871;Ank23dp_C_VB_1S_11;1
DUMMY1_1872;Ank23dp_C_VB_1S_11;0
DUMMY1_1873;Ank23dp_C_VB_1S_11;1
DUMMY1_1874;Ank23dp_C_VB_1S_11;1
DUMMY1_1875;Ank23dp_C_VB_1S_11;1
DUMMY1_1876;Ank23dp_C_VB_1S_11;1
DUMMY1_1877;Ank23dp_C_VB_1S_11;1
DUMMY1_1878;Ank23dp_C_VB_1S_11;1
DUMMY1_1879;Ank23dp_C_VB_1S_11;1
DUMMY1_1880;Ank23dp_C_VB_1S_11;1
DUMMY1_1881;Ank23dp_C_VB_1S_11;1
DUMMY1_1882;Ank23dp_C_VB_1S_11;1
DUMMY1_1883;Ank23dp_C_VB_1S_11;1
DUMMY1_1884;Ank23dp_C_VB_1S_11;1
DUMMY1_1885;Ank23dp_C_VB_1S_11;1
DUMMY1_1886;Ank23dp_C_VB_1S_11;0
DUMMY1_1887;Ank23dp_C_VB_1S_11;1
DUMMY1_1888;Ank23dp_C_VB_1S_11;1
DUMMY1_1889;Ank23dp_C_VB_1S_11;0
DUMMY1_1890;Ank23dp_C_VB_1S_11;1
DUMMY1_1891;Ank23dp_C_VB_1S_11;0
DUMMY1_1892;Ank23dp_C_VB_1S_11;1
DUMMY1_1893;Ank23dp_C_VB_1S_11;1
DUMMY1_1894;Ank23dp_C_VB_1S_11;1
DUMMY1_1895;Ank23dp_C_VB_1S_11;1
DUMMY1_1896;Ank23dp_C_VB_1S_11;0
DUMMY1_1897;Ank23dp_C_VB_1S_11;1
DUMMY1_1898;Ank23dp_C_VB_1S_11;1
DUMMY1_1899;Ank23dp_C_VB_1S_11;1
DUMMY1_1900;Ank23dp_C_VB_1S_11;1
DUMMY1_1901;Ank23dp_C_VB_1S_11;0
DUMMY1_1902;Ank23dp_C_VB_1S_11;1
DUMMY1_1903;Ank23dp_C_VB_1S_11;0
DUMMY1_1904;Ank23dp_C_VB_1S_11;1
DUMMY1_1905;Ank23dp_C_VB_1S_11;1
DUMMY1_1906;Ank23dp_C_VB_1S_11;1
DUMMY1_1907;Ank23dp_C_VB_1S_11;1
DUMMY1_1908;Ank23dp_C_VB_1S_11;1
DUMMY1_1909;Ank23dp_C_VB_1S_11;1
DUMMY1_1910;Ank23dp_C_VB_1S_11;1
DUMMY1_1911;Ank23dp_C_VB_1S_11;1
DUMMY1_1912;Ank23dp_C_VB_1S_11;1
DUMMY1_1913;Ank23dp_C_VB_1S_11;0
DUMMY1_1914;Ank23dp_C_VB_1S_11;1
DUMMY1_1915;Ank23dp_C_VB_1S_11;1
DUMMY1_1916;Ank23dp_C_VB_1S_11;1
DUMMY1_1917;Ank23dp_C_VB_1S_11;1
DUMMY1_1918;Ank23dp_C_VB_1S_11;1
DUMMY1_1919;Ank23dp_C_VB_1S_11;1
DUMMY1_1920;Ank23dp_C_VB_1S_11;0
DUMMY1_1921;Ank23dp_C_VB_1S_11;1
DUMMY1_1922;Ank23dp_C_VB_1S_11;0
DUMMY1_1923;Ank23dp_C_VB_1S_11;1
DUMMY1_1924;Ank23dp_C_VB_1S_11;1
DUMMY1_1925;Ank23dp_C_VB_1S_11;0
DUMMY1_1926;Ank23dp_C_VB_1S_11;1
DUMMY1_1927;Ank23dp_C_VB_1S_11;0
DUMMY1_1928;Ank23dp_C_VB_1S_11;1
DUMMY1_1929;Ank23dp_C_VB_1S_11;1
DUMMY1_1930;Ank23dp_C_VB_1S_11;1
DUMMY1_1931;Ank23dp_C_VB_1S_11;1
DUMMY1_1932;Ank23dp_C_VB_1S_11;1
DUMMY1_1933;Ank23dp_C_VB_1S_11;1
DUMMY1_1934;Ank23dp_C_VB_1S_11;1
DUMMY1_1935;Ank23dp_C_VB_1S_11;1
DUMMY1_1936;Ank23dp_C_VB_1S_11;1
DUMMY1_1937;Ank23dp_C_VB_1S_11;1
DUMMY1_1938;Ank23dp_C_VB_1S_11;1
DUMMY1_1939;Ank23dp_C_VB_1S_11;0
DUMMY1_1940;Ank23dp_C_VB_1S_11;1
DUMMY1_1941;Ank23dp_C_VB_1S_11;1
DUMMY1_1942;Ank23dp_C_VB_1S_11;1
DUMMY1_1943;Ank23dp_C_VB_1S_11;1
DUMMY1_1944;Ank23dp_C_VB_1S_11;1
DUMMY1_1945;Ank23dp_C_VB_1S_11;1
DUMMY1_1946;Ank23dp_C_VB_1S_11;1
DUMMY1_1947;Ank23dp_C_VB_1S_11;1
DUMMY1_1948;Ank23dp_C_VB_1S_11;1
DUMMY1_1949;Ank23dp_C_VB_1S_11;0
DUMMY1_1950;Ank23dp_C_VB_1S_11;1
DUMMY1_1951;Ank23dp_C_VB_1S_11;1
DUMMY1_1952;Ank23dp_C_VB_1S_11;1
